53.4817000,5.3000000
53.4617000,4.3112000
53.5419000,4.2151000
53.5358000,4.0608000
53.4149000,3.3649000
53.4125000,3.2734000
54.1500000,3.3305000
54.2024000,3.3358000
54.3000000,3.3533000
54.3007000,2.5245000
54.1459000,2.3948000
54.0043000,2.2743000
54.0147000,1.3515000
54.0145500,0.1712100
54.0145000,-0.0602000
54.0141000,-0.2719000
53.2302000,-2.4006000
53.1029000,-3.2158000
53.1440000,-3.1102000
52.3703850,-2.5357300
53.1813000,-2.4400000
53.2000000,-2.3000000
52.4010000,-2.3000000
52.3703850,-2.5357300
54.0145000,-0.0602000
53.3539000,-0.2756000
53.3230000,-0.5045000
53.2856001,-0.5709000
52.5324000,-0.4619000
53.4817000,5.3000000
52.2615000,-0.1348000
52.2530652,-1.0440255
52.2510000,-1.2816000
52.3412000,-1.5410000
52.2842000,-2.3414000
52.5046000,2.4529000
53.1029000,2.0557000
53.1225000,1.5844000
53.0031000,1.4737000
53.1017000,1.2043000
53.0642000,0.4627000
53.0426400,0.4425000
52.2626000,0.1012000
53.1148000,5.3000000
53.1112000,5.0859000
52.5542000,4.1447000
52.5433000,3.2659000
52.5423000,3.1839500
52.5333000,2.5015000
